var_1,var_2
g,f
b,d
b,k
b,d
b,l
c,n
f,i
n,k
e,a
o,d
j,m
f,a
b,b
k,o
d,f
k,f
f,e
n,a
l,g
o,o
l,o
n,m
e,a
g,i
g,f
i,l
g,h
g,d
i,g
a,m
k,g
o,m
o,n
f,c
c,g
e,e
c,k
b,l
h,i
l,a
e,o
c,a
e,a
a,b
k,i
o,e
c,g
a,h
i,m
n,k
g,o
f,k
n,o
g,i
j,n
k,h
i,o
b,k
i,d
i,e
a,j
k,h
i,g
h,b
f,m
c,a
h,c
c,m
o,n
j,a
l,l
h,f
c,d
c,c
g,a
d,l
g,j
o,b
j,e
d,o
i,g
i,n
j,c
c,c
n,n
e,l
a,h
h,m
f,h
h,e
a,h
d,b
m,l
j,m
k,i
o,h
a,d
d,k
i,d
i,f
g,j
a,a
b,h
c,g
c,e
d,a
d,a
i,d
a,d
c,n
f,b
d,f
i,e
h,i
m,g
k,d
e,g
j,b
g,b
o,b
f,h
a,e
i,a
d,f
b,m
o,a
k,g
h,k
i,g
c,b
o,o
b,e
i,f
f,h
l,h
f,d
d,l
e,o
o,e
i,f
l,g
d,k
d,f
b,k
l,e
e,c
i,a
n,e
f,l
m,e
m,g
b,e
e,a
i,i
m,c
c,o
d,c
f,i
h,d
o,o
a,c
i,j
o,d
a,e
o,g
d,a
d,e
o,o
o,h
n,f
f,a
k,a
b,g
i,f
l,l
j,n
k,i
d,o
g,o
o,g
c,o
e,n
i,d
b,m
k,d
b,m
g,c
g,m
j,h
m,d
a,f
f,h
l,e
a,d
a,i
e,j
n,j
e,m
n,e
i,f
m,d
f,h
m,i
n,f
a,g
l,n
m,h
d,i
b,h
o,h
i,k
b,m
n,l
n,l
f,b
m,k
i,o
k,h
l,i
g,j
d,c
f,k
f,m
h,k
a,k
n,n
i,a
i,e
o,i
h,j
i,c
g,k
n,c
b,c
c,a
o,c
l,j
e,b
j,d
a,j
k,f
o,b
b,i
h,k
d,g
k,i
c,n
l,m
l,e
a,a
i,a
g,h
c,f
f,h
m,b
m,a
h,e
a,i
b,l
c,l
k,m
n,a
e,j
l,d
c,b
n,o
g,b
m,d
d,a
f,o
l,o
o,h
a,f
e,o
f,b
l,i
o,k
k,h
e,f
m,h
k,h
e,d
o,d
a,i
i,c
d,i
c,n
e,i
c,l
f,g
b,f
j,b
h,h
d,k
b,l
l,i
m,m
i,d
a,k
b,d
d,f
a,e
h,d
d,j
n,o
l,c
i,f
c,i
m,k
n,f
e,g
h,i
o,n
c,m
f,m
l,c
i,h
d,j
i,f
g,j
k,i
k,f
m,c
d,f
l,c
e,c
i,c
n,l
a,j
o,l
m,e
n,k
j,o
h,e
a,j
k,d
o,i
d,b
l,d
e,c
k,i
j,f
g,e
f,e
a,j
f,m
o,f
b,m
b,f
b,d
d,g
o,n
l,i
l,j
k,k
j,a
k,b
e,n
e,f
b,f
d,j
k,m
h,m
f,n
o,o
n,h
a,m
m,g
c,o
j,f
d,b
i,d
n,g
e,o
j,b
h,i
i,c
e,f
n,o
e,j
k,m
c,h
k,g
b,c
e,i
j,m
n,n
a,l
g,j
n,i
o,l
o,o
k,k
o,m
c,k
g,e
l,d
a,d
h,c
c,e
d,i
f,d
g,b
i,f
i,n
d,i
a,a
o,c
g,a
j,e
l,b
h,k
c,o
l,m
h,n
c,b
e,d
j,l
l,h
d,o
g,n
g,l
l,k
o,m
a,h
n,f
n,i
b,d
c,j
g,f
o,k
j,d
d,b
i,l
g,i
c,l
l,e
e,n
n,g
o,b
h,k
l,d
n,d
e,g
f,l
d,d
d,h
j,i
o,j
g,a
g,c
b,m
l,c
k,d
g,l
g,g
n,m
j,n
i,o
o,a
d,c
o,b
j,m
e,h
b,k
j,f
j,n
f,e
a,j
i,g
l,l
n,i
m,l
g,o
a,i
h,h
e,g
f,m
g,j
d,j
o,d
h,m
b,k
n,g
j,a
g,l
a,l
c,l
l,c
a,a
i,f
c,i
b,e
l,e
b,m
d,o
d,b
k,j
a,a
d,d
e,m
f,k
b,g
l,b
f,i
i,n
k,n
c,g
m,k
o,b
m,k
e,c
m,e
d,e
i,f
g,c
j,c
m,o
k,a
d,f
c,n
f,k
k,b
h,b
n,e
a,g
b,o
j,j
m,d
h,c
c,b
m,j
h,f
o,k
l,e
e,f
d,l
i,j
b,k
h,l
i,n
f,f
g,i
h,e
n,b
i,j
a,k
j,d
m,c
i,l
b,k
k,g
k,g
h,i
b,h
h,b
h,o
j,c
f,f
b,c
e,n
c,h
a,o
o,g
b,c
i,i
b,c
b,d
c,i
k,a
l,l
f,i
b,k
k,m
j,j
e,c
h,i
o,o
k,h
i,k
j,o
n,l
m,n
c,d
a,j
d,l
h,m
j,b
g,e
l,d
a,h
a,k
f,j
l,o
i,m
b,d
g,j
h,g
o,j
l,c
n,g
h,j
h,b
o,b
k,e
k,h
b,f
g,l
b,k
d,j
e,g
m,f
m,f
e,d
o,h
o,m
l,j
h,d
g,i
b,o
a,j
m,h
h,k
b,b
l,a
k,o
e,n
j,h
f,m
d,h
a,b
l,i
b,i
j,a
b,d
o,i
a,b
f,e
m,c
b,f
c,l
a,m
b,g
h,h
f,f
j,j
k,m
c,o
m,e
f,m
b,h
m,h
e,e
e,d
f,j
e,b
l,e
n,j
m,n
e,a
i,n
c,n
l,o
e,d
l,b
c,d
m,a
m,k
l,o
e,c
n,j
a,b
c,j
o,n
a,i
k,o
c,a
n,i
b,e
j,i
n,g
g,m
d,k
i,d
k,c
f,d
c,i
o,d
l,f
a,k
o,o
d,e
l,j
k,g
e,h
e,c
g,m
a,f
f,i
a,b
h,b
f,j
h,m
a,i
n,f
l,j
o,k
l,a
d,e
f,h
f,l
i,g
k,b
e,c
j,j
m,a
i,d
i,h
m,j
o,h
j,k
b,k
h,c
a,o
j,e
j,e
o,b
n,o
f,n
j,n
e,c
l,m
c,a
f,j
h,i
n,d
b,m
l,h
o,o
h,d
f,a
e,a
m,j
n,i
e,e
f,o
j,d
j,e
b,i
f,i
o,k
g,n
g,j
c,d
g,o
o,o
c,a
n,i
c,j
m,e
o,g
l,e
h,j
h,a
b,j
m,d
c,h
b,d
b,c
l,e
m,l
g,i
c,g
j,a
h,d
m,o
l,o
g,d
e,o
c,n
a,g
e,o
i,l
d,b
m,o
j,n
d,j
b,i
h,i
d,m
j,b
b,e
f,c
j,b
i,d
h,d
o,g
f,b
i,l
i,d
d,j
o,e
h,d
b,f
b,i
b,d
b,g
b,n
b,h
l,f
g,f
h,j
m,k
m,f
g,j
i,l
o,l
c,k
m,i
m,c
i,j
l,m
m,b
a,b
k,g
g,n
i,d
e,b
n,j
c,d
f,f
h,i
h,d
j,n
e,i
d,g
l,f
e,d
a,k
e,b
e,o
n,n
l,h
e,m
o,m
a,n
g,n
g,i
j,m
a,e
k,i
n,e
j,l
c,f
e,f
e,n
b,d
o,o
c,d
d,f
k,l
h,l
n,c
m,h
b,l
n,e
a,i
g,e
l,d
i,a
g,f
d,o
h,h
k,h
d,m
i,d
d,d
f,k
d,o
e,a
n,g
m,i
m,a
c,b
m,d
a,g
m,l
c,d
l,h
j,d
o,g
k,c
l,j
a,h
h,l
o,b
l,c
k,j
i,i
j,j
i,f
k,o
d,d
c,k
g,b
c,i
j,o
n,j
j,h
a,g
i,o
m,e
j,e
f,g
g,i
d,c
i,i
d,d
b,n
e,n
i,c
j,j
i,g
b,d
c,n
m,e
a,i
b,g
n,e
a,n
f,j
d,m
c,e
c,o
c,j
c,a
o,l
n,f
m,h
d,k
f,l
b,i
o,c
o,a
f,f
e,d
c,l
d,k
c,m
d,f
l,d
m,o
h,m
h,b
a,g
g,m
d,k
c,l
o,g
o,h
a,k
c,g
n,g
c,l
k,j
o,a
j,f
e,i
g,g
m,f
f,k
l,e
a,c
n,m
b,i
h,g
f,k
c,e
c,h
j,f
b,g
a,g
h,l
c,m
o,n
i,c
n,d
h,n
d,n
l,k
m,n
k,i
g,k
n,g
j,l
a,l
i,e
o,d
d,a
e,m
i,i
d,m
n,d
c,c
l,j
d,c
l,c
b,o
j,g
g,e
i,m
m,b
h,c
o,f
e,j
h,g
m,a
i,i
d,d
n,j
g,i
c,f
n,m
d,d
h,a
d,i
n,m
l,m
n,a
g,j
n,l
e,a
i,h
a,k
h,g
l,c
j,n
j,m
j,a
c,g
c,b
j,e
m,n
b,k
o,n
e,c
d,j
a,j
d,l
g,b
h,m
d,n
k,f
b,l
b,b
i,j
b,j
n,d
h,b
a,k
n,m
f,n
c,k
k,f
a,i
j,f
l,n
n,k
l,h
k,f
n,b
h,j
i,n
f,e
e,a
c,i
k,h
i,a
b,l
h,l
l,n
c,h
l,g
n,o
e,i
e,c
m,b
o,l
o,g
i,b
e,l
n,h
e,l
i,a
n,k
h,i
b,c
h,l
a,h
g,e
n,c
i,i
h,e
h,k
c,d
d,c
g,l
i,l
h,d
j,m
d,g
c,k
k,o
j,f
h,o
o,j
d,k
d,i
c,c
o,h
h,n
l,f
o,j
m,i
h,c
c,d
j,a
m,c
a,n
e,h
d,j
m,i
c,b
f,k
m,e
b,m
m,d
k,h
f,l
o,g
g,c
e,g
f,f
o,f
h,k
h,g
b,j
j,d
l,o
b,j
j,g
h,m
h,o
a,n
m,g
f,o
f,e
k,o
a,g
h,a
h,i
c,d
d,j
c,c
a,g
o,c
c,m
n,n
o,b
a,g
l,d
f,g
c,m
m,j
f,m
o,a
k,j
k,i
k,g
f,m
j,m
j,d
h,b
o,g
g,n
c,g
d,c
h,f
o,e
b,f
o,a
m,d
d,j
a,l
h,h
k,d
m,b
n,o
b,j
g,k
h,o
i,k
n,m
e,f
j,g
m,i
n,d
h,g
a,c
n,o
b,e
o,f
n,l
m,o
n,m
c,g
i,o
h,f
d,a
f,c
f,e
k,f
e,a
i,o
e,a
g,a
l,m
a,g
k,i
e,d
i,g
d,i
l,c
e,b
o,o
j,g
o,c
a,h
i,e
e,m
f,n
g,l
h,e
i,i
e,k
g,a
a,e
o,b
o,g
l,l
c,e
a,l
j,c
k,d
c,d
i,k
k,g
o,l
m,k
f,e
c,j
k,i
i,k
g,m
e,j
d,b
f,d
k,o
l,g
j,f
l,j
b,j
e,d
b,i
a,g
j,i
n,j
b,c
o,m
l,h
b,c
e,m
a,c
f,m
b,k
a,a
c,i
j,m
d,o
k,d
i,n
o,e
m,e
n,k
f,i
e,n
a,c
m,o
o,k
n,j
h,j
a,m
g,i
a,d
d,o
c,n
a,a
a,k
j,g
f,j
j,e
g,e
m,n
m,a
c,l
e,d
c,c
m,a
f,k
a,a
l,g
n,g
l,c
n,e
m,b
g,i
j,e
o,m
k,m
o,f
g,b
l,c
o,l
j,h
b,i
k,b
h,f
k,a
a,o
j,m
g,j
d,a
i,b
f,d
n,e
d,l
e,n
f,n
c,j
g,m
c,h
g,c
f,i
g,f
j,c
h,i
g,b
l,n
o,c
k,e
l,m
c,c
n,i
a,j
m,c
n,a
a,j
o,g
o,f
c,f
k,g
o,m
o,n
j,h
l,h
l,o
f,a
a,f
l,m
c,k
k,g
n,h
o,m
n,k
e,d
o,h
n,i
j,m
d,c
f,e
j,g
d,l
m,k
g,b
b,l
l,n
b,f
c,l
i,c
f,i
h,g
e,d
l,o
f,i
f,b
h,k
e,n
a,f
n,f
l,h
k,i
f,n
g,j
e,i
e,h
k,i
k,a
k,l
e,f
d,g
i,g
m,k
h,b
h,g
g,o
k,l
l,g
f,m
e,d
k,o
e,g
m,l
h,h
n,i
n,m
g,n
a,g
m,i
c,b
i,c
n,c
h,k
f,h
i,h
g,j
e,h
l,e
l,e
g,o
m,j
h,a
m,j
i,m
g,h
j,m
k,h
h,j
f,f
e,i
k,e
n,d
c,o
g,i
l,g
i,f
d,b
g,o
c,a
n,l
j,k
a,o
b,c
l,k
d,h
d,o
e,n
a,i
a,j
e,a
g,d
k,m
k,j
g,b
e,i
o,m
n,k
m,e
e,c
o,l
e,j
l,o
o,g
e,f
m,b
n,l
e,j
m,k
m,j
a,j
j,a
j,n
g,m
i,m
e,k
n,l
n,i
a,k
c,k
f,h
f,o
c,e
h,j
d,h
i,e
g,k
d,o
d,f
j,i
i,c
m,k
j,d
c,a
f,n
b,j
i,a
m,n
c,h
d,d
f,m
m,n
h,l
j,d
e,a
n,k
c,j
h,g
l,i
l,l
n,j
f,l
k,g
b,g
g,e
m,g
i,b
e,n
o,d
a,k
o,l
m,j
n,f
d,d
f,h
m,h
g,d
b,i
i,d
a,g
n,i
m,i
c,c
d,d
a,f
h,a
g,d
f,j
g,m
n,b
f,i
b,a
a,i
g,a
d,h
g,h
k,l
g,f
i,k
b,o
j,h
b,c
j,n
k,l
b,o
m,f
a,o
f,c
m,a
b,e
e,g
i,m
b,o
d,f
j,b
c,j
i,o
k,d
n,n
h,n
a,f
e,e
n,g
m,l
c,l
g,l
f,i
o,h
g,n
d,o
n,a
b,l
m,j
o,m
c,g
j,e
g,c
j,n
a,l
m,i
d,k
d,d
d,a
e,o
h,k
o,n
b,e
i,m
m,l
f,f
l,g
g,k
e,g
i,b
j,a
c,m
o,l
g,k
e,b
l,g
d,c
g,g
k,g
m,e
m,m
e,a
b,n
o,d
d,l
f,n
h,k
d,d
o,l
d,c
i,l
g,l
a,n
n,d
f,c
l,e
j,n
b,g
f,d
j,i
j,m
b,l
l,l
h,a
f,i
h,d
h,m
i,i
d,k
i,o
g,m
c,k
k,l
c,g
k,m
d,a
i,k
j,f
a,h
l,j
j,g
j,o
c,m
k,d
a,b
l,h
m,f
h,i
l,o
j,k
m,l
m,k
a,i
a,g
j,d
b,n
d,a
k,o
m,f
d,o
l,i
o,f
m,h
i,a
b,b
a,n
l,j
o,a
h,o
g,c
m,e
m,l
o,e
g,m
n,c
b,c
e,m
f,b
b,o
g,g
n,o
d,i
n,k
f,d
b,l
l,e
b,l
i,h
m,o
a,e
j,i
c,i
o,i
a,f
g,d
h,g
c,h
k,o
d,e
n,i
l,f
c,k
a,a
m,o
i,e
d,j
o,k
i,k
k,j
g,e
m,o
e,a
o,d
f,d
n,m
o,j
k,n
m,n
k,a
e,m
d,g
j,g
a,i
a,j
c,b
a,f
d,b
f,i
n,a
d,a
l,i
c,f
c,o
l,f
f,c
d,m
i,e
k,n
j,j
h,f
h,o
g,a
b,i
o,d
o,c
n,j
n,e
g,g
f,j
n,j
l,n
f,d
d,i
i,o
d,g
c,o
n,f
f,g
e,h
c,g
f,n
l,n
g,n
f,i
d,c
c,c
o,o
i,g
j,e
l,b
e,e
g,o
d,d
d,o
n,o
i,g
j,g
h,d
a,f
b,k
o,b
d,i
l,l
l,e
f,a
o,i
g,f
a,c
h,c
e,d
h,f
l,d
o,k
o,b
j,a
j,c
m,g
e,g
a,n
g,e
n,j
a,m
j,e
b,c
j,i
a,c
j,m
n,k
d,j
m,i
c,c
g,g
a,h
j,j
j,k
o,i
k,i
h,c
k,i
c,c
h,b
f,b
k,f
d,l
o,c
g,l
g,b
g,o
h,l
b,a
a,j
c,k
b,k
j,l
e,g
i,n
e,j
m,h
b,k
d,b
i,b
k,e
a,j
l,b
h,e
c,c
l,o
g,c
g,a
l,b
a,a
a,e
i,i
b,g
e,l
d,i
i,h
d,l
h,e
e,i
f,j
d,j
g,l
o,g
i,l
l,n
d,h
k,n
k,b
f,d
o,b
i,g
c,i
d,d
h,k
c,f
b,j
h,f
d,h
o,j
a,a
g,l
a,h
l,b
n,o
c,i
g,c
k,i
j,n
c,j
e,o
n,g
i,o
j,m
d,o
o,l
c,g
f,d
h,e
f,m
b,j
m,f
i,k
j,d
j,e
n,d
o,d
j,j
e,l
o,d
g,i
d,a
c,d
j,l
f,e
j,c
m,b
j,h
k,n
k,o
n,g
a,d
b,n
b,m
g,i
i,a
o,o
e,f
b,l
f,f
b,j
e,g
n,i
k,l
k,a
k,i
l,c
b,c
b,l
g,j
l,m
f,a
b,d
i,h
c,e
k,l
m,f
m,a
f,d
d,j
f,d
o,m
l,f
k,e
e,k
a,m
e,g
m,o
i,h
i,o
i,j
e,l
l,b
b,m
j,f
o,e
j,i
k,g
k,l
l,h
f,a
e,m
k,o
m,e
j,h
n,c
i,k
o,n
d,b
o,l
m,g
h,n
h,f
d,d
b,n
m,m
e,h
i,g
i,b
h,m
c,h
e,l
e,e
l,h
g,c
c,i
o,o
b,o
o,g
d,c
h,c
n,b
a,n
k,k
o,j
b,i
o,n
n,a
l,d
d,c
k,d
f,l
e,g
i,h
h,e
a,k
k,c
l,h
d,e
l,f
n,k
o,k
c,b
e,f
l,j
m,n
d,m
d,e
e,c
b,h
k,f
e,g
f,d
j,d
l,l
h,k
i,f
i,m
e,d
j,f
f,l
n,g
k,d
c,g
i,k
e,m
c,i
h,o
o,i
e,e
j,o
c,j
f,c
o,d
h,m
h,j
a,j
a,j
h,b
c,e
m,a
o,g
l,l
a,b
a,i
n,g
e,b
l,l
f,k
c,l
j,h
a,i
h,g
a,h
e,n
e,k
n,c
l,h
g,m
k,m
k,j
f,m
h,l
f,n
f,o
g,k
a,h
o,b
n,c
l,i
j,f
l,i
c,k
e,e
o,h
m,d
c,c
d,n
h,a
j,f
o,j
h,k
a,a
h,d
o,h
g,n
k,g
c,h
d,m
l,d
h,f
g,h
b,b
b,e
a,a
h,e
j,b
h,l
k,o
j,f
g,a
a,i
c,f
n,f
l,f
n,h
d,f
o,a
j,g
h,b
k,i
b,g
e,o
a,f
a,n
g,c
o,h
n,m
m,n
m,l
n,o
g,c
m,c
k,m
a,k
d,b
e,i
b,e
k,o
k,j
j,c
d,f
e,l
o,h
d,h
g,n
j,j
a,c
i,o
d,g
o,m
d,a
m,a
m,a
a,e
c,h
n,l
g,d
k,c
h,j
e,g
j,b
l,g
e,a
o,l
i,n
g,h
i,i
k,f
k,n
c,j
n,g
b,m
n,c
m,i
h,d
m,e
i,o
h,o
i,c
l,a
o,m
o,g
m,g
i,m
g,g
j,h
g,k
k,e
b,a
o,c
k,h
l,i
k,f
i,l
b,a
g,k
g,i
o,o
f,k
b,l
m,n
h,n
h,g
j,n
m,c
d,k
d,m
k,f
o,o
m,g
c,c
c,n
j,m
j,i
l,j
g,a
d,b
o,o
h,h
c,n
h,c
j,n
h,n
k,o
d,h
l,n
i,d
d,k
f,l
m,m
o,m
g,o
e,k
k,d
f,c
n,o
e,b
m,m
n,l
m,m
b,e
f,d
i,i
f,j
d,l
j,f
g,c
d,l
a,j
n,f
k,l
e,f
b,a
g,b
n,d
c,f
n,g
a,k
f,j
b,o
m,l
k,i
a,h
h,d
h,h
h,c
k,f
d,d
m,m
b,l
m,k
m,f
h,d
g,m
i,n
n,n
l,b
n,e
m,n
j,c
i,j
j,g
a,o
c,a
m,f
i,l
m,n
d,m
h,h
h,i
e,n
o,o
g,n
b,n
f,g
i,g
o,m
n,j
m,g
m,a
i,f
b,c
j,l
j,l
k,j
n,b
h,g
g,f
c,i
d,e
n,l
n,k
o,h
g,f
c,g
b,g
f,m
g,g
h,k
f,g
b,o
l,g
k,a
c,m
h,c
a,n
d,a
e,c
b,m
e,d
l,b
e,h
l,j
c,h
f,l
o,n
e,b
i,o
o,c
j,h
i,f
j,a
h,d
l,g
o,o
c,c
k,m
b,g
n,n
i,j
c,c
n,a
m,c
e,k
j,n
g,k
g,k
b,j
m,g
i,e
d,m
l,f
m,c
l,a
h,e
f,h
i,h
a,f
k,j
e,n
i,g
i,e
k,c
i,e
c,h
k,h
d,m
d,e
f,d
c,j
b,d
m,h
g,i
d,l
n,n
n,m
l,c
c,i
o,b
c,b
m,n
i,b
d,g
l,o
k,g
l,c
n,g
l,k
e,m
f,n
l,g
k,j
e,h
g,e
i,b
l,g
n,m
j,o
f,a
d,o
b,k
i,k
g,n
l,b
c,m
c,i
k,o
c,e
o,h
b,g
h,e
h,e
h,j
i,o
b,k
c,c
o,b
h,j
h,e
a,a
n,m
i,i
g,a
o,n
c,c
n,i
h,d
l,b
j,b
n,f
j,a
h,d
o,c
h,b
g,k
n,f
j,k
b,o
d,d
m,n
d,g
m,l
l,m
m,i
f,h
n,e
m,k
o,e
b,j
c,k
m,d
o,l
j,d
f,f
i,n
e,e
d,o
e,b
d,a
l,m
l,a
o,b
l,h
l,l
e,e
m,m
j,a
m,j
g,l
k,n
g,k
a,i
c,l
b,d
l,d
f,o
n,d
g,f
n,h
k,b
j,e
l,d
b,e
j,g
k,h
l,i
l,h
j,h
n,m
f,n
g,g
i,l
i,o
k,g
o,n
l,i
e,h
f,n
d,o
o,d
l,d
o,l
b,c
k,k
b,d
l,i
d,l
m,j
m,i
m,l
c,m
h,a
c,o
d,c
a,j
a,l
k,e
b,d
b,j
g,o
k,a
d,j
l,a
h,g
a,o
e,a
e,l
c,o
b,h
k,o
o,o
f,o
e,b
f,g
i,j
e,f
o,e
g,a
b,j
f,e
g,f
i,c
g,g
n,f
f,l
b,j
a,e
k,e
b,n
e,m
h,m
d,o
e,a
i,i
b,j
e,g
f,e
b,k
b,a
m,f
j,m
g,g
n,b
h,i
j,k
f,h
n,j
j,g
a,o
g,g
f,g
g,o
h,h
f,g
e,h
b,a
a,a
e,e
g,f
j,j
i,n
l,c
i,m
c,j
n,d
d,k
g,g
g,j
h,e
m,k
c,d
n,k
l,g
o,e
a,g
i,m
n,l
m,d
g,n
a,i
c,n
n,g
o,f
c,o
j,e
i,o
c,h
j,f
n,k
b,n
d,k
m,l
n,l
h,l
c,d
a,f
m,m
e,j
a,i
a,n
l,k
e,o
m,k
f,l
a,l
j,g
a,o
c,b
c,i
o,m
d,k
c,i
a,k
a,h
f,b
k,n
n,e
f,b
c,m
f,h
j,n
l,e
j,j
a,e
n,g
g,o
d,m
a,i
l,b
c,b
g,j
n,j
m,n
c,j
f,c
f,i
n,l
g,h
i,d
m,k
l,f
j,h
l,e
a,a
f,h
g,i
a,k
h,n
a,h
f,k
d,d
a,c
k,o
k,g
m,h
c,a
e,b
e,m
f,l
j,e
h,f
b,m
j,i
l,g
b,n
f,b
e,d
a,o
c,m
a,b
o,a
m,o
n,c
j,g
n,m
h,m
k,d
m,e
g,m
o,e
h,h
d,d
l,m
a,c
e,d
d,d
o,c
n,j
f,f
m,m
f,a
i,a
k,h
h,i
b,a
e,n
d,g
m,c
m,g
j,d
j,b
h,l
j,k
d,e
i,h
k,f
c,c
f,a
d,i
a,d
m,a
c,j
e,k
c,l
f,h
n,l
k,g
f,e
h,e
l,h
l,g
n,k
c,l
n,f
f,l
b,a
c,h
k,g
a,e
e,n
c,h
h,n
a,e
c,g
c,m
n,d
j,j
m,k
c,a
n,l
j,c
e,h
c,e
n,k
o,f
n,e
i,b
j,n
h,a
d,g
b,g
a,f
m,b
n,g
m,o
d,a
e,a
l,m
k,e
k,m
l,i
c,n
h,c
l,c
o,j
h,a
j,f
i,l
b,i
e,d
c,m
b,j
g,h
l,a
f,b
n,k
i,h
m,d
n,n
f,a
b,e
g,n
n,c
m,k
k,i
d,j
g,c
k,l
a,d
b,m
b,l
h,m
m,i
g,b
g,i
d,h
j,m
c,i
e,j
e,k
j,j
o,k
m,b
o,j
a,e
m,o
m,d
n,i
g,a
j,m
e,k
g,j
n,i
j,d
j,c
a,i
m,d
m,h
m,h
a,b
d,e
b,d
m,f
b,d
d,j
j,g
a,h
g,d
g,m
b,h
k,l
a,c
o,k
g,g
g,c
h,e
j,f
k,a
l,m
k,o
e,o
e,b
h,k
i,i
k,g
k,o
h,g
d,h
a,i
i,k
i,e
a,d
b,g
l,f
m,n
d,h
e,k
l,c
o,h
c,n
f,e
k,b
f,c
c,l
b,c
m,k
i,g
k,k
g,o
o,g
d,i
g,i
g,j
f,n
d,m
g,i
h,g
h,l
i,e
g,o
i,c
o,f
m,j
f,j
g,l
h,l
m,f
b,g
c,a
f,c
h,g
e,f
i,i
d,c
b,h
d,k
k,i
l,k
m,k
c,m
i,f
l,k
m,m
m,m
b,e
m,d
l,g
l,n
h,l
c,m
e,h
b,m
b,n
i,d
l,a
i,i
d,j
d,b
b,c
a,d
h,c
c,d
f,j
a,l
o,i
g,a
o,m
d,o
l,f
a,e
a,h
l,e
j,j
o,i
g,b
n,n
f,m
h,o
o,a
d,c
b,h
c,g
o,f
a,n
o,e
d,a
d,l
d,c
j,a
g,a
e,d
i,l
n,f
i,i
m,g
d,g
i,k
m,e
c,a
d,i
g,n
c,i
j,k
h,l
k,g
m,f
i,k
k,f
e,b
n,k
b,i
e,d
e,b
a,f
c,a
g,c
g,k
e,b
i,l
i,l
j,d
n,k
c,o
a,h
l,k
k,j
l,b
j,o
c,c
b,o
c,n
f,e
l,b
g,c
b,i
c,f
j,c
o,b
a,e
n,l
b,c
o,k
d,m
g,a
g,k
a,a
n,a
j,g
b,m
g,n
i,g
e,l
h,b
h,f
g,c
c,c
e,f
l,j
f,g
e,h
o,o
g,n
n,e
f,m
c,n
b,g
o,e
g,a
c,i
h,l
e,e
b,a
m,c
e,b
a,f
c,g
e,b
h,i
o,j
i,j
i,a
c,d
c,o
f,b
c,h
a,o
l,l
j,o
a,n
a,j
f,h
k,f
m,j
k,a
n,e
i,n
m,n
l,i
e,g
m,m
b,g
i,o
n,c
g,l
b,d
o,d
c,h
i,a
l,f
j,o
i,n
i,l
k,b
m,i
a,a
l,a
n,o
n,h
m,i
m,m
g,a
g,d
i,f
n,h
f,n
h,a
m,b
l,j
i,k
f,h
m,a
b,a
m,f
f,b
i,n
c,f
m,j
f,o
j,j
k,f
b,c
f,m
n,i
e,i
k,k
a,o
o,j
d,k
m,h
o,h
a,i
h,n
l,o
h,b
f,e
k,n
l,k
a,f
h,k
b,k
d,m
i,n
k,o
e,c
o,o
g,j
m,m
h,i
o,f
l,i
n,d
i,l
j,o
k,f
f,i
b,a
j,f
e,l
d,m
k,h
m,g
l,k
l,l
j,g
k,a
i,m
n,o
n,j
c,l
j,m
k,l
h,k
e,f
b,b
h,i
i,b
g,i
h,c
h,o
j,i
n,f
n,g
b,h
d,j
j,o
a,e
b,j
a,i
o,f
f,j
i,b
i,l
o,e
g,d
c,h
a,j
f,d
j,a
j,k
e,n
m,f
n,g
n,o
h,c
l,d
b,h
a,k
g,o
k,l
g,a
b,n
k,n
b,b
b,m
j,o
n,k
f,k
g,a
f,f
e,n
g,d
b,n
f,o
i,n
o,d
h,c
j,g
l,j
o,d
g,m
b,g
b,i
d,n
h,j
o,b
m,a
j,e
h,g
l,j
g,n
i,a
c,o
i,a
a,b
a,e
j,o
k,c
h,i
j,m
n,d
h,n
j,j
l,g
j,f
e,m
j,c
m,o
m,b
j,o
e,k
l,n
b,j
i,b
b,n
l,n
b,e
n,e
c,d
g,l
j,g
l,b
k,f
j,o
n,f
h,i
n,d
l,h
e,a
d,a
g,d
c,e
i,b
k,n
h,f
b,o
a,f
o,n
j,d
m,o
e,d
f,g
e,f
k,l
j,e
m,b
e,c
l,f
a,e
k,d
d,k
k,f
k,n
a,e
k,k
n,l
k,g
n,d
d,c
i,e
k,f
b,b
f,o
m,k
o,a
n,e
d,a
n,g
a,c
a,e
k,d
j,c
h,e
m,j
a,k
o,l
a,l
g,h
i,o
o,f
m,a
i,d
o,n
o,b
k,g
k,k
h,g
l,a
n,o
n,g
h,l
f,m
c,h
l,h
b,n
o,g
i,c
k,i
f,l
i,n
o,j
n,e
g,a
b,m
m,c
d,i
b,m
d,g
i,d
j,f
c,d
f,a
n,h
i,k
f,l
g,m
j,i
n,c
d,o
i,i
c,f
n,g
g,i
i,b
o,i
n,a
m,l
e,a
j,l
i,h
b,d
h,k
k,e
e,k
a,o
b,e
e,g
o,k
j,l
l,o
d,l
g,l
a,a
f,a
k,o
c,j
i,i
o,e
h,n
f,c
n,f
m,j
j,n
k,j
h,o
k,o
l,e
o,l
n,f
l,o
h,j
b,e
k,d
e,i
k,c
e,n
a,f
i,c
k,h
b,f
b,b
i,l
f,o
l,l
n,j
d,m
d,e
d,k
f,h
c,d
b,i
o,k
m,m
h,m
l,g
o,j
